AppName,TCID,STATUS,EXEDATE,RCA  (ENV|CODE|DATA|REQ)
Guardian,123,Pass,05.11.19,
UberEats,84,Pass,06.30.19,
Uber,163,Fail,07.05.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Hotstar,121,Fail,09.28.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Instagram,124,Fail,08.22.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Uber,90,Fail,04.17.19,UAT|import pandasa as pd|pandas: Package not found|importing
Uber,42,Pass,08.08.19,
Guardian,199,Pass,06.30.19,
Hotstar,138,Pass,06.23.19,
Uber,129,Fail,05.31.19,PROD|import numpy as np|numpy: Package not found|importing
TechCrunch,199,Fail,08.17.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Netflix,18,Fail,04.01.19,PROD|import numpy as np|numpy: Package not found|importing
Guardian,90,Pass,07.18.19,
Instagram,146,Pass,09.08.19,
Netflix,83,Pass,07.19.19,
Instagram,62,Fail,06.21.19,UAT|import pandasa as pd|pandas: Package not found|importing
Netflix,12,Pass,06.12.19,
Instagram,19,Pass,07.08.19,
TechCrunch,180,Pass,09.04.19,
Instagram,191,Pass,06.28.19,
Facebook,73,Fail,06.09.19,UAT|import pandasa as pd|pandas: Package not found|importing
Facebook,25,Pass,08.22.19,
UberEats,112,Pass,08.03.19,
UberEats,30,Pass,04.06.19,
Hotstar,94,Pass,09.10.19,
Netflix,51,Pass,05.14.19,
Hotstar,67,Fail,08.03.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Hotstar,150,Pass,07.18.19,
UberEats,111,Pass,08.28.19,
Uber,36,Pass,09.21.19,
TechCrunch,115,Pass,05.07.19,
Uber,13,Pass,08.27.19,
Facebook,125,Pass,04.09.19,
Instagram,63,Fail,09.30.19,UAT|import pandasa as pd|pandas: Package not found|importing
ACM,49,Fail,08.25.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Guardian,81,Fail,07.29.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Uber,195,Fail,05.12.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Netflix,102,Fail,04.11.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
ACM,81,Fail,04.16.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Zomato,196,Fail,05.11.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Netflix,62,Pass,07.28.19,
TechCrunch,149,Fail,08.24.19,UAT|import pandasa as pd|pandas: Package not found|importing
UberEats,126,Fail,05.07.19,PROD|import numpy as np|numpy: Package not found|importing
Uber,10,Fail,07.13.19,PROD|import numpy as np|numpy: Package not found|importing
Guardian,132,Pass,09.17.19,
Netflix,154,Fail,07.18.19,UAT|import pandasa as pd|pandas: Package not found|importing
Hotstar,62,Pass,08.15.19,
Facebook,161,Pass,06.28.19,
Hotstar,25,Fail,08.30.19,PROD|import numpy as np|numpy: Package not found|importing
Facebook,127,Fail,07.27.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
TechCrunch,138,Pass,06.06.19,
Uber,49,Pass,05.03.19,
Uber,164,Fail,06.03.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Hotstar,137,Pass,09.02.19,
TechCrunch,200,Fail,06.30.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
UberEats,184,Pass,06.01.19,
TechCrunch,190,Pass,09.20.19,
Netflix,83,Fail,09.25.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Uber,108,Pass,04.03.19,
Instagram,73,Fail,09.19.19,UAT|import pandasa as pd|pandas: Package not found|importing
Netflix,2,Fail,04.08.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Zomato,69,Fail,05.23.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Instagram,141,Fail,07.13.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Uber,177,Pass,04.30.19,
Instagram,51,Pass,05.08.19,
UberEats,173,Fail,07.03.19,UAT|import pandasa as pd|pandas: Package not found|importing
Zomato,99,Fail,06.03.19,PROD|import numpy as np|numpy: Package not found|importing
UberEats,125,Pass,09.18.19,
Guardian,88,Pass,05.07.19,
Instagram,19,Pass,09.27.19,
UberEats,30,Fail,07.18.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
TechCrunch,8,Fail,08.06.19,UAT|import pandasa as pd|pandas: Package not found|importing
ACM,178,Fail,08.30.19,UAT|import pandasa as pd|pandas: Package not found|importing
Instagram,51,Pass,04.08.19,
Guardian,151,Fail,06.04.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
ACM,179,Pass,04.10.19,
Guardian,50,Fail,07.22.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Instagram,54,Fail,07.14.19,UAT|import pandasa as pd|pandas: Package not found|importing
Guardian,195,Fail,09.27.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
TechCrunch,118,Fail,04.06.19,PROD|import numpy as np|numpy: Package not found|importing
Guardian,49,Fail,08.23.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
ACM,52,Fail,07.05.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Netflix,34,Pass,07.30.19,
Zomato,176,Fail,06.19.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
UberEats,159,Fail,04.07.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
UberEats,181,Pass,05.09.19,
ACM,39,Pass,08.29.19,
Facebook,13,Pass,08.31.19,
Guardian,131,Pass,08.07.19,
Hotstar,76,Pass,07.10.19,
Netflix,43,Pass,06.02.19,
Uber,146,Pass,05.21.19,
ACM,100,Fail,05.15.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
TechCrunch,147,Pass,05.13.19,
Hotstar,72,Pass,09.30.19,
TechCrunch,77,Fail,04.11.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Uber,169,Pass,05.12.19,
Zomato,8,Pass,05.16.19,
Hotstar,85,Fail,05.03.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Zomato,89,Fail,09.21.19,PROD|import numpy as np|numpy: Package not found|importing
UberEats,130,Pass,06.20.19,
Instagram,8,Fail,07.02.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Netflix,122,Fail,05.12.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
TechCrunch,91,Fail,04.01.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Facebook,46,Pass,09.12.19,
Hotstar,102,Pass,07.17.19,
TechCrunch,131,Fail,08.09.19,UAT|import pandasa as pd|pandas: Package not found|importing
Zomato,48,Pass,07.08.19,
UberEats,23,Pass,07.23.19,
TechCrunch,155,Pass,06.04.19,
Guardian,163,Pass,08.08.19,
UberEats,25,Fail,05.03.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
UberEats,109,Fail,06.14.19,PROD|import numpy as np|numpy: Package not found|importing
Instagram,112,Fail,05.11.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
ACM,108,Fail,06.01.19,UAT|import pandasa as pd|pandas: Package not found|importing
Uber,153,Fail,07.29.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Netflix,44,Fail,05.12.19,PROD|import numpy as np|numpy: Package not found|importing
ACM,114,Fail,07.09.19,UAT|import pandasa as pd|pandas: Package not found|importing
ACM,159,Pass,09.17.19,
Uber,49,Pass,08.24.19,
Zomato,69,Pass,04.18.19,
Uber,85,Fail,04.15.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Zomato,108,Pass,07.13.19,
Zomato,169,Pass,08.09.19,
Uber,143,Fail,06.23.19,PROD|import numpy as np|numpy: Package not found|importing
Zomato,93,Pass,07.01.19,
Facebook,81,Fail,07.12.19,UAT|import pandasa as pd|pandas: Package not found|importing
UberEats,158,Pass,04.08.19,
Facebook,75,Fail,04.15.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Facebook,24,Fail,04.24.19,UAT|import pandasa as pd|pandas: Package not found|importing
Hotstar,82,Pass,06.02.19,
Zomato,98,Pass,09.27.19,
TechCrunch,31,Fail,06.17.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Netflix,32,Pass,09.28.19,
Zomato,114,Fail,07.06.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
UberEats,92,Fail,06.13.19,PROD|import numpy as np|numpy: Package not found|importing
UberEats,41,Pass,09.13.19,
Hotstar,59,Pass,05.04.19,
Instagram,151,Pass,06.23.19,
Netflix,52,Pass,09.04.19,
Uber,144,Fail,09.23.19,UAT|import pandasa as pd|pandas: Package not found|importing
ACM,85,Pass,09.18.19,
Zomato,171,Fail,05.26.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
ACM,4,Fail,07.21.19,UAT|import pandasa as pd|pandas: Package not found|importing
Uber,138,Pass,08.23.19,
Uber,9,Fail,06.25.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Netflix,181,Pass,07.05.19,
TechCrunch,132,Fail,08.01.19,UAT|import pandasa as pd|pandas: Package not found|importing
Uber,47,Fail,09.13.19,PROD|import numpy as np|numpy: Package not found|importing
Hotstar,173,Fail,04.16.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
UberEats,94,Pass,05.25.19,
Zomato,174,Fail,08.18.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
UberEats,107,Fail,04.08.19,PROD|import numpy as np|numpy: Package not found|importing
Uber,55,Pass,08.11.19,
TechCrunch,130,Pass,07.31.19,
Facebook,183,Fail,05.23.19,UAT|import pandasa as pd|pandas: Package not found|importing
Uber,150,Pass,07.22.19,
Netflix,168,Fail,05.21.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Uber,5,Pass,05.08.19,
Uber,59,Pass,07.11.19,
Facebook,185,Pass,06.13.19,
Netflix,21,Fail,05.27.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
UberEats,100,Pass,08.02.19,
UberEats,190,Fail,08.11.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Facebook,115,Fail,04.08.19,UAT|import pandasa as pd|pandas: Package not found|importing
Uber,192,Pass,05.13.19,
UberEats,103,Pass,08.05.19,
Guardian,87,Pass,04.24.19,
TechCrunch,96,Fail,08.04.19,PROD|import numpy as np|numpy: Package not found|importing
UberEats,127,Fail,05.13.19,UAT|import pandasa as pd|pandas: Package not found|importing
Facebook,184,Pass,06.25.19,
Hotstar,157,Fail,04.18.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Instagram,176,Fail,05.02.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Instagram,49,Fail,08.15.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Guardian,36,Pass,07.16.19,
UberEats,48,Fail,08.22.19,PROD|import numpy as np|numpy: Package not found|importing
Instagram,106,Pass,04.28.19,
Hotstar,167,Pass,05.21.19,
Netflix,192,Fail,05.24.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Instagram,27,Pass,05.05.19,
Zomato,164,Pass,09.05.19,
Zomato,175,Pass,09.12.19,
Netflix,93,Fail,08.24.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Uber,116,Pass,09.11.19,
Guardian,112,Fail,06.30.19,PROD|import numpy as np|numpy: Package not found|importing
Hotstar,11,Pass,08.14.19,
Facebook,141,Pass,05.15.19,
ACM,16,Pass,04.27.19,
Hotstar,143,Pass,08.01.19,
Hotstar,182,Fail,07.05.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Facebook,117,Fail,09.22.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Guardian,195,Fail,09.10.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
UberEats,163,Pass,08.13.19,
TechCrunch,127,Fail,09.01.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Facebook,103,Fail,07.20.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Uber,48,Fail,06.17.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Guardian,8,Pass,07.29.19,
Guardian,139,Pass,07.05.19,
Uber,29,Pass,07.06.19,
ACM,182,Fail,07.16.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
UberEats,33,Fail,09.23.19,UAT|import pandasa as pd|pandas: Package not found|importing
UberEats,93,Pass,07.24.19,
Guardian,138,Pass,06.23.19,
Zomato,174,Fail,04.04.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
TechCrunch,71,Pass,07.10.19,
Uber,41,Pass,04.03.19,
Uber,178,Fail,06.05.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Netflix,168,Fail,09.18.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
